,sentence,label
1603,this portion was for Baltimore San Francisco only,assertive
1604,you'll have to leave on a Saturday,assertive
1605,Spy on all developers.,imperative
1606,let me check the fares,assertive
1607,the 7th of October,assertive
1608,H  first,interrogative
1609,and your charge number please,assertive
1610,that's that's probably going to be via Chicago,assertive
1611,and if i can get out,assertive
1612,i'm just going to reserve your seat just now,imperative
1613,the 16th 17th and 18th,assertive
1614,i ne... i need to know the dates days  of the week,assertive
1615,departing Preston at what time,interrogative
1616,and that would be 26 pounds 50,interrogative
1617,the trains run on the hour from Euston to Macclesfield,assertive
1618,play nice in the sandbox,imperative
1619,we can't predict what a fare is going to be,assertive
1620,and that was 77 dollars plus tax,assertive
1621,returning from Taunton at 30th of October,assertive
1622,i know there used to be one about quarter to about 7 o'clock,assertive
1623,say from 4 o'clock onwards,assertive
1624,i do have that credit card,assertive
1625,Work to achive the goals,imperative
1626,when is it you're returning,interrogative
1627,and what's um what's the confirmation number first of all,interrogative
1628,it's for 1,assertive
1629,what's his wife's name,interrogative
1630,Keep your cell phones (or laptops) closed.,imperative
1631,it would have to go,assertive
1632,on the non-stop,assertive
1633,there's there's the WWW,assertive
1634,it's a change of planes in Charlotte North Carolina,assertive
1635,9th 99,assertive
1636,and you just collect your tickets half an hour before departure time tomorrow,assertive
1637,and that would be pretty much the uh the breakdown,assertive
1638,"Play hard, work hard.",imperative
1639,arrival in Nantucket is at 10:17 a m,assertive
1640,and does the person have a railcard who's travelling,interrogative
1641,this is for B C's trip,assertive
1642,let's do that,assertive
1643,but i need to know i... if the cheap ones are still ones are still available for Saturday,assertive
1644,it's coach  for,assertive
1645,you have to make the reservation er buy the ticket within 20 hours after reservations are made,assertive
1646,Kill the butterfly.,imperative
1647,i'm not i'm still making uh reservations or er appointments for the rest of the week,assertive
1648,we don't need to make reservations in the hotel,assertive
1649,27 pounds will be debited from that account,assertive
1650,i'm just checking to see whether or not the Super Advance with the railcard is available  so you can get a reduced rate travelling,imperative
1651,that's all confirmed,assertive
1652,it's just a matter of,assertive
1653,it's what's in his profile,assertive
1654,beginning of the week after next,assertive
1655,and your contact telephone number please,assertive
1656,leaving probabl... the 7th,assertive
1657,depends on what part of Wrexham you're travelling to,assertive
1658,and it's the booking office that you go into,assertive
1659,connecting to United flight 8 6 1,assertive
1660,where does it stop,interrogative
1661,you got me exactly where it is,assertive
1662,there's a first Open Return at a 100 and 33 pounds,assertive
1663,hold that TWA,assertive
1664,non-stop service,assertive
1665,and that's on Wednesday the 7th,assertive
1666,that's United,assertive
1667,i think we'll stick with US Air number i think 2 9 0 8,imperative
1668,and your ex... extension at WWW,interrogative
1669,you only gave me  British Airways,assertive
1670,if you wanted to change the time of that travel,assertive
1671,the 28th of August,assertive
1672,this is A from American Express,assertive
1673,July 12th,assertive
1674,i'm just checking it now,assertive
1675,this is B C at WWW,assertive
1676,and the fare on this is a 198 dollars,assertive
1677,arriving San Franciscso 2:20 a m,assertive
1678,there's only like a dollar difference between compact and midsized,assertive
1679,it's American flight 1 4 0  4,assertive
1680,and the purchase restrictions were 21 days in advance,assertive
1681,i... it's really going to be crazy routing to do it that way,assertive
1682,United doesn't service,assertive
1683,on the 14th of July,interrogative
1684,getting into San Francisco at 2:30 in the morning,assertive
1685,2 tickets will be posted out to you this afternoon first class mail,assertive
1686,how much is the cost of the train journey then please,interrogative
1687,we're talking about the Super Advance again,interrogative
1688,there's a like i say a 7 a m flight in the morning  out of San Diego,assertive
1689,the 61 pounds 50 is called a Super Saver,assertive
1690,we would have to issue the ticket today,assertive
1691,if you  don't want to specify a time,assertive
1692,also 3:30 p m,assertive
1693,we do a generic profile,assertive
1694,it's 1076 is the lowest fare that we could confirm,assertive
1695,on the Sunday,assertive
1696,you want to book that,interrogative
1697,i'm just checking on whose reservation i was in right now,assertive
1698,Research Triangle Park,assertive
1699,trying to work that out,assertive
1700,those are the only two available,assertive
1701,it is 200 dollars more,assertive
1702,Swing the golf club harder next time!,imperative
1703,seat number 15,assertive
1704,oversold the flight or something,imperative
1705,and you just collect your tickets 50 minutes before departure time tomorrow,assertive
1706,i've booked that for you,assertive
1707,arriving in Liverpool Lime Street at 10:50,assertive
1708,"Touch the great artery. Feel it bound like a deer in the might of its lightness, and know the thunderless boil of the blood. Lean for a bit against this bone. It is the only memento you will leave to this earth. Its tacitness is everlasting. In the hush of the tissue wait with me for the shaft of pronouncement. Press your ear against this body, the way you did when you were a child holding a seashell and heard faintly the half-remembered, longed-for sea.",imperative
1709,what about the next  best option for 19:00,interrogative
1710,that's available as well,assertive
1711,and they're signposted Telesales Collection,assertive
1712,and the only thing that uh was a stumbling block in the reservations was the return seat on American flight 3 7 2,assertive
1713,you just need the credit card's address,interrogative
1714,there's different carriers Bangkok to Heathrow to Moscow,assertive
1715,do they both go on the same,interrogative
1716,you need to be there for 50 minutes before departure time,assertive
1717,do you still provide the personal service of making reservations for WWW employees for air reservation,interrogative
1718,it's for one person,assertive
1719,United is,assertive
1720,and that's ok,assertive
1721,i'm just going to check to see what's your cheapest fare available to you,imperative
1722,will you be using this information to start a a profile for H F,interrogative
1723,getting you back in at 7:48,assertive
1724,but the credit card holder must be at the train station to collect the ticket,assertive
1725,out of Montreal at 8:03 p m,assertive
1726,the number 2,assertive
1727,you just want first class,imperative
1728,and they have to be confirmed,assertive
1729,so the only seats are left are in smoking,assertive
1730,if we go from Orlando to Miami on the Delta,assertive
1731,arriving in Newton Abbot is ok,assertive
1732,and is it less be... on on the way back because of the stop,interrogative
1733,it's Piedmont,assertive
1734,i'm just checking Sunday  now,assertive
1735,he's going to go San Francisco to Newark,assertive
1736,then it's treble  as in,assertive
1737,or unless you wanted to go with the fare that had no penalty,assertive
1738,for er Thursd... Saturday the 17th of October,assertive
