,sentence,label
1902,it's going to be wide open on all of them at th... this far in advance,assertive
1905,i know Delta airlines flies to Rochester,assertive
1906,but i don't think it goes to Syracuse,assertive
1907,i like Delta airlines,assertive
1908,outside of that,assertive
1909,i... it's American US Air i think are our,assertive
1910,they have a lot of flights too,assertive
1911,you're looking at something that's going to be uh after work on Friday,interrogative
1912,the last flight out is going to be at 1:47 p m on TWA,assertive
1913,in terms of something,assertive
1914,that will get you there the same day,assertive
1915,that would get in at just about midnight,assertive
1916,after that,assertive
1917,it becomes red eye flights,assertive
1918,i don't know if i want to want to to do a red eye,imperative
1919,why don't we look at uh Saturday morning,interrogative
1920,Saturday morning,interrogative
1921,and how early would you like to get to the airport,interrogative
1922,we have flights starting at 6:15 a m,assertive
1923,oh um,exclamatory
1924,that would get you there at 4 o'clock,assertive
1925,4 o'clock,assertive
1926,and it's 6:15 a m,interrogative
1927,that early,assertive
1928,and what's what's the next one,interrogative
1929,then we have one at 6:40 a m which would get you there at 4:36,assertive
1930,couple right around that time period,assertive
1931,and then it jumps to 7:40 a m,assertive
1932,getting you there at 5:11,assertive
1933,why don't why don't we take the7:40 flight,interrogative
1934,which which carrier is that,interrogative
1935,that is US Air,assertive
1936,is it uh non-stop or,interrogative
1937,all of these are going to be connecting flights,assertive
1938,through Pittsburg,interrogative
1939,this particular one connects through Cleveland,assertive
1940,and returning on what date,interrogative
1941,on uh Sunday the 17th of September,assertive
1942,and morning or afternoon,interrogative
1943,early morning,assertive
1944,US Air flight has a flight at 7:55 a m,assertive
1945,connecting through Pittsburg,assertive
1946,it gets you back into San Francisco at 11:53 a m,assertive
1947,and that's through Pittsburg,interrogative
1948,we're getting a fare here of 398 dollars round trip,assertive
1949,has a hundred percent penalty on it,assertive
1950,no changes once the uh ticket is issued,assertive
1951,it is telling us that it has to be ticketed within 24 hours of making the reservation,assertive
1952,that means tomorrow,assertive
1953,if you want to keep this reservation,assertive
1954,we have you on US Air flight 1 1 6,assertive
1955,on the 9th of September out of San Francisco at 7:40 a m,assertive
1956,into Cleveland at 3:19 p m,assertive
1957,you're connecting there with US Air flight 5 9 3,assertive
1958,leaving,assertive
1959,5  5 9 3,interrogative
1960,leaving Cleveland,interrogative
1961,leaving Cleveland at 4:10 p m,assertive
1962,and getting into Syracuse at 5:11 p m,assertive
1963,we have you returning on the 17th of September on US Air flight 5 0 7,assertive
1964,out of Syracuse at 7:55 a m,assertive
1965,into Pittsburg at 9:05 a m,assertive
1966,connecting to US Air flight 3 0 1,assertive
1967,leaving Pittsburg at 9:55 a m,assertive
1968,and getting into San Francisco at 11:53 a m,assertive
1969,fare on this is 398 dollars,assertive
1970,it is totally non-refundable,assertive
1971,i think we're all set right,imperative
1979,Warrington to London tomorrow morning on the 8:44,assertive
1980,is it yourself that is the credit card holder,interrogative
1982,the person i'm booking for does,assertive
1983,and does the person have a railcard who's travelling,interrogative
1984,i've already spoken to somebody earlier,assertive
1985,he has a a family railcard,assertive
1987,5 adults and 4 children,assertive
1988,pay 46 pound 50,assertive
1989,the rest of the adults pay 30 pounds 70,assertive
1990,and it's  pound per child,assertive
1991,is that right,interrogative
1992,what time tomorrow,interrogative
1993,you said 8:44,interrogative
1994,arriving at 11:15,assertive
1995,i'm going to have to arrange for the person to collect the tickets at the train station,imperative
1997,i'm just going to get a booking form to fill in refax to the train station,imperative
1999,when is it they're returning,interrogative
2001,Sunday,assertive
2002,on the 15:35,assertive
2003,what time was Sunday,interrogative
2004,15:35,assertive
2005,and that's Sunday the 4th,interrogative
2006,the 15:35 on Sunday from Euston arrives back in Warrington Bank Quay at 18:03,assertive
2007,18:03,assertive
2008,then the outward service tomorrow in 8:34 arrives at London 11:15,assertive
2009,it's 4 adults and 4 children on 6 family railcard,interrogative
2010,5 adults 4 children,assertive
2011,you can only get up to 4 adults on a family card,assertive
2012,but then there's the  said  46 pound 50,assertive
2014,they  the 4  the 5 adults,assertive
2015,4 of them will go on the railcard,assertive
2016,one'll have to pay a normal fare,assertive
2017,46  pounds 50,assertive
2018,it's 4 adults and 4 children with the family railcard discount,assertive
2019,and the total cost is going to be 155 pounds for the four adults and four children,assertive
2020,and then i'll book the one,imperative
2021,the other adult,assertive
2023,we need to actually fill out the form twice because it's classed as two separate journeys  with it being 1 with a railcard,assertive
2024,1 family railcard and 1 without,assertive
2025,just bear with me,assertive
2027,the surname of the credit card holder,interrogative
2033,and it's Mr  who's collecting the tickets tomorrow yeah,interrogative
2035,the railcard,interrogative
2036,the credit card,assertive
2037,it's a Diner's card,assertive
2038,postcode i don't know,assertive
2039,i need the full credit card address,assertive
2040,hold on a second,assertive
2041,hello,interrogative
2043,the only thing i've got is his number,assertive
2044,i don't have an address,assertive
2045,but we do need the credit card address details,assertive
2046,we  can't take a booking without it,assertive
2048,it's i've got it,assertive
2049,it's American Express,assertive
2050,i'm afraid i can't take the booking until you find the appropriate address,assertive
2051,do you not know the person who you're booking the travel for,interrogative
2053,do you not know where the bill and address is the bill's sent to,interrogative
2054,is he there just now,interrogative
2055,he's not,assertive
2056,he's in a meeting,assertive
2057,i'm afraid you... we're going to have to wait until he comes out of the meeting then and give the ring back to book this  ticket,imperative
2058,is it,interrogative
2059,you just need the credit card's address,interrogative
2060,we need the full credit card details address,assertive
2061,the full address plus the postcode,assertive
2062,if you hold on,assertive
2063,i can get it off anoth ... another person  who has it,assertive
2065,can i can i take your name and ring you back,interrogative
2066,Express,assertive
2068,i'm BB CC,assertive
2070,EE FF would like to book those tickets for th... coming in this Thursday,assertive
2071,go ahead with that,imperative
2075,we didn't need a TA,assertive
2077,that was somebody else,assertive
2078,he's going on personal travel,assertive
2079,i thought we needed a travel advance from you,assertive
2080,and i'm still,assertive
2081,it's been a busy  morning,assertive
2082,trying to find out on that other for GGG,assertive
2091,Preston to Rugby,assertive
2092,do you hold a current credit or debit or credit card,interrogative
2096,and what date you'd like to travel out on,interrogative
2097,Friday the 9th of October,assertive
2098,departing Preston at what time,interrogative
2099,14:19,assertive
2100,and when is you like to return,interrogative
2101,leaving erm  er Rugby 20:30 er 18:45 on Sunday the 11th,assertive
2102,what i'm going to do is i'm going to check to see what's the cheapest fare available  for the dates and times specified,imperative
